Bestellnummer,Hersteller,Werkstoff,Oesenform,d[mm] Drahtdurchmesser,De[mm] Ausserer Windungsdurchmesser,Detol[mm] (+-) Tolereanz fuer ausseren Windungsdurchmesser,Dh[mm] Kleinster Huelsendurchmesser,Oesenstellung,Oesensttol,L0[mm] Laenge unbelastete Feder,L0tol[mm] (+-) Toleranz fuer ungespannte Laenge,Lk[mm] Laenge der unbelasteten Feder,Lh[mm] Abstand der Oeseninnenkante vom Federkoerper,F0[N] Innere Vorspannkraft,Fn[N] Hoechstkraft bei statischer Belastung,Fntol[N] (+-) Toleranz bei statischer Hoechstkraft,k[N/mm] Federrate,Sn[mm] Groesster Federweg bei statischer Belastung,Masse,Preisgruppe,W[Nmm] Federungsarbeit,Ln[mm] Maximal zulaessige Laenge,Lr[mm] Relevante Laenge,Lf[mm] Freie Laenge,V[Nmm] Maximale potentielle Energie
Z-153AX,Gutekunst,EN 10270-1-SH,1/1 Deutsche Oese,2.5,27.5,0.45,31.7,270,44,156,2.4,119.38,18.31,13.71,184.9,9.05,0.545,314.29,147.7,ZN,31210.56845,470.29,339.266055,131.023945,31365.14679
Z-153BI,Gutekunst,EN 10270-1-SH,1/1 Deutsche Oese,2.5,27.5,0.45,31.7,180,47,173,3,136.25,18.37,13.71,184.9,8.91,0.476,359.67,168.43,ZO,35717.02935,532.67,388.4453782,144.2246218,35911.77521
Z-153BX,Gutekunst,EN 10270-1-SH,1/1 Deutsche Oese,2.5,27.5,0.45,31.7,270,47,173,3,136.88,18.06,13.71,184.9,8.91,0.474,361.35,169.19,ZO,35883.86175,534.35,390.0843882,144.2656118,36063.30169
Z-153CI,Gutekunst,EN 10270-1-SH,1/1 Deutsche Oese,2.5,27.5,0.45,31.7,180,51,193,3,156.25,18.37,13.71,184.9,8.82,0.414,413.45,192.81,ZP,41057.65225,606.45,446.6183575,159.8316425,41289.86715
Z-153CX,Gutekunst,EN 10270-1-SH,1/1 Deutsche Oese,2.5,27.5,0.45,31.7,270,51,193,3,156.88,18.06,13.71,184.9,8.82,0.412,415.13,193.58,ZP,41224.48465,608.13,448.7864078,159.3435922,41490.3034
Z-153DI,Gutekunst,EN 10270-1-SH,1/1 Deutsche Oese,2.5,27.5,0.45,31.7,180,54,213,3,176.25,18.37,13.71,184.9,8.74,0.366,467.23,217.2,ZQ,46398.27515,680.23,505.1912568,175.0387432,46704.93169
Z-153DX,Gutekunst,EN 10270-1-SH,1/1 Deutsche Oese,2.5,27.5,0.45,31.7,270,54,213,3,176.88,18.06,13.71,184.9,8.74,0.365,468.91,217.97,ZQ,46565.10755,681.91,506.5753425,175.3346575,46832.89041
Z-153EI,Gutekunst,EN 10270-1-SH,1/1 Deutsche Oese,2.5,27.5,0.45,31.7,180,57,234,3,196.25,18.87,13.71,184.9,8.67,0.329,521.01,241.59,ZS,51738.89805,755.01,562.006079,193.003921,51957.46201
Z-153EX,Gutekunst,EN 10270-1-SH,1/1 Deutsche Oese,2.5,27.5,0.45,31.7,270,57,234,3,196.88,18.56,13.71,184.9,8.67,0.328,522.69,242.35,ZS,51905.73045,756.69,563.7195122,192.9704878,52115.8689
Z-153I,Gutekunst,EN 10270-1-SH,1/1 Deutsche Oese,2.5,27.5,0.45,31.7,180,41,138,2.4,101.25,18.37,13.71,184.9,9.27,0.645,265.55,125.7,ZN,26370.44275,403.55,286.6666667,116.8833333,26502.33333
Z-153X,Gutekunst,EN 10270-1-SH,1/1 Deutsche Oese,2.5,27.5,0.45,31.7,270,41,138,2.4,101.88,18.06,13.71,184.9,9.27,0.641,267.23,126.5,ZN,26537.27515,405.23,288.4555382,116.7744618,26667.71451
Z-154I,Gutekunst,EN 10270-1-SH,1/1 Deutsche Oese,2.5,22.5,0.35,26.6,180,20,60.5,1.1,31.25,14.62,17.71,223.8,15.1,4.326,47.65,32.31,ZH,5753.97575,108.15,51.73370319,56.41629681,5789.001387
Z-154X,Gutekunst,EN 10270-1-SH,1/1 Deutsche Oese,2.5,22.5,0.35,26.6,270,20,60.5,1.1,31.88,14.31,17.71,223.8,15,4.234,48.69,32.93,ZH,5879.56095,109.19,52.85781767,56.33218233,5914.789797
Z-155I,Gutekunst,EN 10270-1-SH,1/1 Deutsche Oese,2.5,22.5,0.35,26.6,180,29,93,1.5,63.75,14.62,17.71,223.8,12.63,2.03,101.52,64.02,ZK,12259.0476,194.52,110.2463054,84.27369458,12336.56158
Z-155X,Gutekunst,EN 10270-1-SH,1/1 Deutsche Oese,2.5,22.5,0.35,26.6,270,29,93,1.5,64.38,14.31,17.71,223.8,12.6,2.01,102.56,64.63,ZK,12384.6328,195.56,111.3432836,84.21671642,12459.31343
Z-156AI,Gutekunst,EN 10270-1-SH,1/1 Deutsche Oese,2.5,22.5,0.35,26.6,180,39,148,2,118.75,14.62,17.71,223.8,11.39,1.07,192.69,117.6,ZM,23268.28095,340.69,209.1588785,131.5311215,23404.8785
Z-156AX,Gutekunst,EN 10270-1-SH,1/1 Deutsche Oese,2.5,22.5,0.35,26.6,270,39,148,2,119.38,14.31,17.71,223.8,11.39,1.064,193.72,118.2,ZM,23392.6586,341.72,210.3383459,131.3816541,23536.8609
Z-156BI,Gutekunst,EN 10270-1-SH,1/1 Deutsche Oese,2.5,22.5,0.35,26.6,180,42,165,2.5,136.25,14.37,17.71,223.8,11.2,0.93,221.69,134.6,ZN,26770.17595,386.69,240.6451613,146.0448387,26928.19355
Z-156BX,Gutekunst,EN 10270-1-SH,1/1 Deutsche Oese,2.5,22.5,0.35,26.6,270,42,165,2.5,136.88,14.06,17.71,223.8,11.2,0.925,222.73,135.2,ZN,26895.76115,387.73,241.9459459,145.7840541,27073.75135
Z-156CI,Gutekunst,EN 10270-1-SH,1/1 Deutsche Oese,2.5,22.5,0.35,26.6,180,45,185,2.5,156.25,14.37,17.71,223.8,11.09,0.809,254.85,154.25,ZN,30774.41175,439.85,276.6378245,163.2121755,30955.77256
Z-156CX,Gutekunst,EN 10270-1-SH,1/1 Deutsche Oese,2.5,22.5,0.35,26.6,270,45,185,2.5,156.88,14.06,17.71,223.8,11.08,0.806,255.88,154.87,ZN,30898.7894,440.88,277.6674938,163.2125062,31070.99256
Z-156DI,Gutekunst,EN 10270-1-SH,1/1 Deutsche Oese,2.5,22.5,0.35,26.6,180,48,205,2.5,176.25,14.37,17.71,223.8,10.98,0.716,288,173.76,ZO,34777.44,493,312.5698324,180.4301676,34976.56425
Z-156DX,Gutekunst,EN 10270-1-SH,1/1 Deutsche Oese,2.5,22.5,0.35,26.6,270,48,205,2.5,176.88,14.06,17.71,223.8,10.98,0.713,289.03,174.38,ZO,34901.81765,494.03,313.884993,180.145007,35123.73072
Z-156E-10I,Gutekunst,EN 10270-1-SH,1/1 Deutsche Oese,2.5,20,0.35,24.1,180,17,51,1.1,26.25,12.38,20.2,249.9,15.4,7.82,29.4,24.01,ZH,3970.47,80.4,31.95652174,48.44347826,3992.967391
Z-156E-10X,Gutekunst,EN 10270-1-SH,1/1 Deutsche Oese,2.5,20,0.35,24.1,270,17,51,1.1,26.88,12.06,20.2,249.9,15.4,7.62,30.2,24.54,ZH,4078.51,81.2,32.79527559,48.40472441,4097.769685
Z-156EI,Gutekunst,EN 10270-1-SH,1/1 Deutsche Oese,2.5,22.5,0.35,26.6,180,51,225,2.5,196.25,14.37,17.71,223.8,10.89,0.642,321.14,193.27,ZP,38779.2607,546.14,348.5981308,197.5418692,39008.13084
Z-156EX,Gutekunst,EN 10270-1-SH,1/1 Deutsche Oese,2.5,22.5,0.35,26.6,270,51,225,2.5,196.88,14.06,17.71,223.8,10.89,0.64,322.18,193.89,ZP,38904.8459,547.18,349.6875,197.4925,39130.03125
Z-156FI,Gutekunst,EN 10270-1-SH,1/1 Deutsche Oese,2.5,20,0.35,24.1,180,21,63.5,1.5,38.75,12.37,20.2,249.9,14.8,5.121,44.87,34.68,ZH,6059.6935,108.37,48.79906268,59.57093732,6097.442882
Z-156FX,Gutekunst,EN 10270-1-SH,1/1 Deutsche Oese,2.5,20,0.35,24.1,270,22,63.5,1.5,39.38,12.06,20.2,249.9,14.8,5.034,45.64,35.21,ZH,6163.682,109.14,49.64243147,59.49756853,6202.821812
Z-156GI,Gutekunst,EN 10270-1-SH,1/1 Deutsche Oese,2.5,20,0.35,24.1,180,27,86,1.5,61.25,12.37,20.2,249.9,14.3,3.16,72.71,53.88,ZJ,9819.4855,158.71,79.08227848,79.62772152,9881.330696
Z-156GX,Gutekunst,EN 10270-1-SH,1/1 Deutsche Oese,2.5,20,0.35,24.1,270,27,86,1.5,61.88,12.06,20.2,249.9,14.3,3.126,73.49,54.42,ZJ,9924.8245,159.49,79.94241843,79.54758157,9988.805182
Z-156HI,Gutekunst,EN 10270-1-SH,1/1 Deutsche Oese,2.5,20,0.35,24.1,180,28,91,1.5,66.25,12.37,20.2,249.9,14.2,2.912,78.88,58.15,ZK,10652.744,169.88,85.81730769,84.06269231,10722.8726
Z-156HX,Gutekunst,EN 10270-1-SH,1/1 Deutsche Oese,2.5,20,0.35,24.1,270,29,91,1.5,66.88,12.06,20.2,249.9,14.2,2.884,79.68,58.69,ZK,10760.784,170.68,86.65048544,84.02951456,10826.97816
Z-156I,Gutekunst,EN 10270-1-SH,1/1 Deutsche Oese,2.5,22.5,0.35,26.6,180,36,130,2,101.25,14.37,17.71,223.8,11.67,1.259,163.68,100.6,ZM,19765.1784,293.68,177.7601271,115.9198729,19891.35822
Z-156JI,Gutekunst,EN 10270-1-SH,1/1 Deutsche Oese,2.5,20,0.35,24.1,180,35,123.5,2,98.75,12.37,20.2,249.9,13.9,1.929,119.07,86,ZL,16080.4035,242.57,129.5489891,113.0210109,16187.14619
Z-156JX,Gutekunst,EN 10270-1-SH,1/1 Deutsche Oese,2.5,20,0.35,24.1,270,35,123.5,2,99.38,12.06,20.2,249.9,13.9,1.916,119.9,86.53,ZL,16192.495,243.4,130.4279749,112.9720251,16296.97547
Z-156KI,Gutekunst,EN 10270-1-SH,1/1 Deutsche Oese,2.5,20,0.35,24.1,180,42,163.5,2.5,138.75,12.37,20.2,249.9,13.44,1.362,168.64,119.9,ZN,22774.832,332.14,183.4801762,148.6598238,22925.84802
Z-156KX,Gutekunst,EN 10270-1-SH,1/1 Deutsche Oese,2.5,20,0.35,24.1,270,42,163.5,2.5,139.38,12.06,20.2,249.9,13.43,1.356,169.41,120.5,ZN,22878.8205,332.91,184.2920354,148.6179646,23027.28982
Z-156LI,Gutekunst,EN 10270-1-SH,1/1 Deutsche Oese,2.5,20,0.35,24.1,180,46,191,2.5,166.25,12.37,20.2,249.9,13.25,1.134,202.67,143.51,ZO,27370.5835,393.67,220.3703704,173.2996296,27535.27778
Z-156LX,Gutekunst,EN 10270-1-SH,1/1 Deutsche Oese,2.5,20,0.35,24.1,270,46,191,2.5,166.88,12.06,20.2,249.9,13.24,1.129,203.45,144.04,ZO,27475.9225,394.45,221.3463242,173.1036758,27657.22321
Z-156MI,Gutekunst,EN 10270-1-SH,1/1 Deutsche Oese,2.5,20,0.35,24.1,180,47,203.5,2.5,178.75,12.37,20.2,249.9,13.17,1.053,218.14,154.18,ZP,29459.807,421.64,237.3219373,184.3180627,29653.37607
Z-156MX,Gutekunst,EN 10270-1-SH,1/1 Deutsche Oese,2.5,20,0.35,24.1,270,47,203.5,2.5,179.38,12.06,20.2,249.9,13.16,1.05,218.92,154.71,ZP,29565.146,422.42,238,184.42,29738.1
Z-156NI,Gutekunst,EN 10270-1-SH,1/1 Deutsche Oese,2.5,20,0.35,24.1,180,48,211,2.5,186.25,12.37,20.2,249.9,13.12,1.01,227.43,160.58,ZQ,30714.4215,438.43,247.4257426,191.0042574,30915.84653
Z-156NX,Gutekunst,EN 10270-1-SH,1/1 Deutsche Oese,2.5,20,0.35,24.1,270,48,211,2.5,186.88,12.06,20.2,249.9,13.12,1.007,228.2,161.11,ZQ,30818.41,439.2,248.16286,191.03714,31007.94935
Z-156X,Gutekunst,EN 10270-1-SH,1/1 Deutsche Oese,2.5,22.5,0.35,26.6,270,36,130,2,101.88,14.06,17.71,223.8,11.66,1.251,164.72,101.2,ZM,19890.7636,294.72,178.8968825,115.8231175,20018.56115
Z-157AI,Gutekunst,EN 10270-1-SH,1/1 Deutsche Oese,2.5,18.5,0.3,22.6,180,21,62,1.1,38.75,11.62,22.61,268.6,19.67,6.7,36.72,31.7,ZH,5346.6156,98.72,40.08955224,58.63044776,5384.026866
Z-157AX,Gutekunst,EN 10270-1-SH,1/1 Deutsche Oese,2.5,18.5,0.3,22.6,270,21,62,1.1,39.38,11.31,22.61,268.6,19.6,6.587,37.35,32.2,ZH,5438.34675,99.35,40.7772886,58.5727114,5476.389859
Z-157I,Gutekunst,EN 10270-1-SH,1/1 Deutsche Oese,2.5,18.5,0.3,22.6,180,19,54.1,1.1,31.25,11.42,22.61,268.6,21.16,8.448,29.12,25.85,ZG,4240.0176,83.22,31.79450758,51.42549242,4270.002367
Z-157X,Gutekunst,EN 10270-1-SH,1/1 Deutsche Oese,2.5,18.5,0.3,22.6,270,19,54.1,1.1,31.88,11.11,22.61,268.6,21.01,8.269,29.76,26.35,ZG,4333.2048,83.86,32.48276696,51.37723304,4362.435603
Z-158I,Gutekunst,EN 10270-1-SH,1/1 Deutsche Oese,2.5,18.5,0.3,22.6,180,27,86.6,1.5,63.75,11.42,22.61,268.6,17.55,3.966,62.05,51.21,ZJ,9034.79025,148.65,67.72566818,80.92433182,9095.557237
Z-158X,Gutekunst,EN 10270-1-SH,1/1 Deutsche Oese,2.5,18.5,0.3,22.6,270,28,86.6,1.5,64.38,11.11,22.61,268.6,17.51,3.925,62.68,51.71,ZJ,9126.5214,149.28,68.43312102,80.84687898,9190.568153
Z-159AI,Gutekunst,EN 10270-1-SH,1/1 Deutsche Oese,2.5,18.5,0.3,22.6,180,38,141,2,118.75,11.12,22.61,268.6,15.74,2.089,117.76,94.21,ZL,17146.4448,258.76,128.5782671,130.1817329,17268.06127
Z-159AX,Gutekunst,EN 10270-1-SH,1/1 Deutsche Oese,2.5,18.5,0.3,22.6,270,38,141,2,119.38,10.81,22.61,268.6,15.73,2.078,118.39,94.7,ZL,17238.17595,259.39,129.2589028,130.1310972,17359.47064
Z-159BI,Gutekunst,EN 10270-1-SH,1/1 Deutsche Oese,2.5,18.5,0.3,22.6,180,41,159,2,136.25,11.37,22.61,268.6,15.47,1.816,135.49,107.8,ZL,19728.02145,294.49,147.907489,146.582511,19863.97577
Z-159BX,Gutekunst,EN 10270-1-SH,1/1 Deutsche Oese,2.5,18.5,0.3,22.6,270,41,159,2,136.88,11.06,22.61,268.6,15.47,1.808,136.12,108.2,ZL,19819.7526,295.12,148.5619469,146.5580531,19951.86947
Z-159CI,Gutekunst,EN 10270-1-SH,1/1 Deutsche Oese,2.5,18.5,0.3,22.6,180,43,179,2.5,156.25,11.37,22.61,268.6,15.3,1.58,155.75,123.3,ZM,22677.97875,334.75,170,164.75,22831
Z-159CX,Gutekunst,EN 10270-1-SH,1/1 Deutsche Oese,2.5,18.5,0.3,22.6,270,44,179,2.5,156.88,11.06,22.61,268.6,15.3,1.573,156.4,123.8,ZM,22772.622,335.4,170.7565162,164.6434838,22932.60013
Z-159DI,Gutekunst,EN 10270-1-SH,1/1 Deutsche Oese,2.5,18.5,0.3,22.6,180,46,199,2.5,176.25,11.37,22.61,268.6,15.15,1.398,176.01,139.01,ZN,25627.93605,375.01,192.1316166,182.8783834,25803.27611
Z-159DX,Gutekunst,EN 10270-1-SH,1/1 Deutsche Oese,2.5,18.5,0.3,22.6,270,46,199,2.5,176.88,11.06,22.61,268.6,15.15,1.393,176.64,139.5,ZN,25719.6672,375.64,192.8212491,182.8187509,25895.89375
Z-159EI,Gutekunst,EN 10270-1-SH,1/1 Deutsche Oese,2.5,18.5,0.3,22.6,180,49,219,2.5,196.25,11.37,22.61,268.6,15.05,1.254,196.27,154.62,ZN,28577.89335,415.27,214.1945774,201.0754226,28766.33174
Z-159EX,Gutekunst,EN 10270-1-SH,1/1 Deutsche Oese,2.5,18.5,0.3,22.6,270,49,219,2.5,196.88,11.06,22.61,268.6,15.01,1.25,196.9,155.11,ZN,28669.6245,415.9,214.88,201.02,28858.384
Z-159I,Gutekunst,EN 10270-1-SH,1/1 Deutsche Oese,2.5,18.5,0.3,22.6,180,35,124,2,101.25,11.37,22.61,268.6,16.15,2.46,100.03,80.61,ZL,14564.86815,224.03,109.1869919,114.8430081,14663.81301
Z-159X,Gutekunst,EN 10270-1-SH,1/1 Deutsche Oese,2.5,18.5,0.3,22.6,270,35,124,2,101.88,11.06,22.61,268.6,16.13,2.444,100.67,81.1,ZL,14658.05535,224.67,109.9018003,114.7681997,14759.81178
Z-160I,Gutekunst,EN 10270-1-SH,1/1 Deutsche Oese,2.5,15,0.3,19.1,180,18,48.5,1.1,31.25,8.62,29.41,324.5,33.33,17.717,16.66,20.2,ZF,2948.0703,65.16,18.31574194,46.84425806,2971.72913
Z-160X,Gutekunst,EN 10270-1-SH,1/1 Deutsche Oese,2.5,15,0.3,19.1,270,18,48.5,1.1,31.88,8.31,21.41,324.5,33.09,17.34,17.01,20.58,ZF,2941.96455,65.51,18.71395617,46.79604383,3036.339389
Z-161I,Gutekunst,EN 10270-1-SH,1/1 Deutsche Oese,2.5,15,0.3,19.1,180,26,81,1.5,63.75,8.62,29.41,324.5,27.33,8.316,35.49,40.01,ZH,6280.13295,116.49,39.02116402,77.46883598,6331.183862
Z-161X,Gutekunst,EN 10270-1-SH,1/1 Deutsche Oese,2.5,15,0.3,19.1,270,27,81,1.5,64.38,8.31,29.41,324.5,27.27,8.232,35.86,40.39,ZH,6345.6063,116.86,39.41933916,77.44066084,6395.787779
Z-162AI,Gutekunst,EN 10270-1-SH,1/1 Deutsche Oese,2.5,15,0.3,19.1,180,36,136,2,118.75,8.62,29.41,324.5,24.33,4.382,67.34,73.74,ZK,11916.1497,203.34,74.05294386,129.2870561,12015.09014
Z-162AX,Gutekunst,EN 10270-1-SH,1/1 Deutsche Oese,2.5,15,0.3,19.1,270,37,136,2,119.38,8.31,29.41,324.5,24.3,4.358,67.71,74.12,ZK,11981.62305,203.71,74.46076182,129.2492382,12081.2586
Z-162BI,Gutekunst,EN 10270-1-SH,1/1 Deutsche Oese,2.5,15,0.3,19.1,180,39,153,2,136.25,8.37,29.41,324.5,23.88,3.808,77.49,84.38,ZK,13712.24295,230.49,85.21533613,145.2746639,13826.18829
Z-162BX,Gutekunst,EN 10270-1-SH,1/1 Deutsche Oese,2.5,15,0.3,19.1,270,39,153,2,136.88,8.06,29.41,324.5,23.88,3.791,77.84,84.76,ZK,13774.1772,230.84,85.59746769,145.2425323,13888.18913
Z-162CI,Gutekunst,EN 10270-1-SH,1/1 Deutsche Oese,2.5,15,0.3,19.1,180,42,173,2.5,152.25,8.37,29.41,324.5,23.6,3.402,86.75,93.97,ZL,15350.84625,259.75,95.38506761,164.3649324,15476.22722
Z-162CX,Gutekunst,EN 10270-1-SH,1/1 Deutsche Oese,2.5,15,0.3,19.1,270,42,173,2.5,156.88,8.06,29.41,324.5,23.59,3.3,89.42,96.93,ZL,15823.3161,262.42,98.33333333,164.0866667,15954.58333
Z-162DI,Gutekunst,EN 10270-1-SH,1/1 Deutsche Oese,2.5,15,0.3,19.1,180,45,193,2.5,176.25,8.34,29.41,324.5,23.35,2.932,100.69,108.7,ZL,17817.59895,293.69,110.675307,183.014693,17957.06855
Z-162DX,Gutekunst,EN 10270-1-SH,1/1 Deutsche Oese,2.5,15,0.3,19.1,270,45,193,2.5,176.88,8.06,29.41,324.5,23.34,2.912,101.05,109.1,ZL,17881.30275,294.05,111.4354396,182.6145604,18080.40007
Z-162E-10I,Gutekunst,EN 10270-1-SH,1/1 Deutsche Oese,2.8,38,0.6,42.5,180,24,83.5,1.8,29.4,27.05,8.2,180,10.6,1.51,113.7,60.57,ZL,10699.17,197.2,119.205298,77.99470199,10728.47682
Z-162E-10X,Gutekunst,EN 10270-1-SH,1/1 Deutsche Oese,2.8,38,0.6,42.5,270,24,83.5,1.8,30.1,26.7,8.2,180,10.6,1.47,116.7,61.92,ZL,10981.47,200.2,122.4489796,77.75102041,11020.40816
Z-162E-11I,Gutekunst,EN 10270-1-SH,1/1 Deutsche Oese,2.8,38,0.6,42.5,180,30,100.5,2.4,46.2,27.15,8.2,180,10.1,0.93,185.5,92.88,ZL,17455.55,286,193.5483871,92.4516129,17419.35484
Z-162E-11X,Gutekunst,EN 10270-1-SH,1/1 Deutsche Oese,2.8,38,0.6,42.5,270,30,100.5,2.4,46.9,26.8,8.2,180,10.1,0.91,188.5,94.22,ZL,17737.85,289,197.8021978,91.1978022,17802.1978
Z-162E-12I,Gutekunst,EN 10270-1-SH,1/1 Deutsche Oese,2.8,38,0.6,42.5,180,37,126,2.4,71.4,27.3,8.2,180,9.8,0.58,293.2,141.33,ZM,27590.12,419.2,310.3448276,108.8551724,27931.03448
Z-162E-12X,Gutekunst,EN 10270-1-SH,1/1 Deutsche Oese,2.8,38,0.6,42.5,270,37,126,2.4,72.1,26.95,8.2,180,9.8,0.58,296.2,142.68,ZM,27872.42,422.2,310.3448276,111.8551724,27931.03448
Z-162E-13I,Gutekunst,EN 10270-1-SH,1/1 Deutsche Oese,2.8,38,0.6,42.5,180,42,167,3,113.4,26.8,8.2,180,9.6,0.36,472.7,222.1,ZM,44481.07,639.7,500,139.7,45000
Z-162E-13X,Gutekunst,EN 10270-1-SH,1/1 Deutsche Oese,2.8,38,0.6,42.5,270,42,167,3,114.1,26.45,8.2,180,9.6,0.36,475.7,223.44,ZM,44763.37,642.7,500,142.7,45000
Z-162E-14I,Gutekunst,EN 10270-1-SH,1/1 Deutsche Oese,2.8,38,0.6,42.5,180,58,223,3,169.4,26.8,8.2,180,9.5,0.24,712,329.78,ZO,66999.2,935,750,185,67500
Z-162E-14X,Gutekunst,EN 10270-1-SH,1/1 Deutsche Oese,2.8,38,0.6,42.5,270,58,223,3,170.1,26.45,8.2,180,9.5,0.24,715,331.13,ZO,67281.5,938,750,188,67500
Z-162EI,Gutekunst,EN 10270-1-SH,1/1 Deutsche Oese,2.5,15,0.3,19.1,180,47,213,2.5,196.25,8.57,29.41,324.5,23.13,2.629,112.28,120.8,ZM,19868.5074,325.28,123.4309623,201.8490377,20026.67364
Z-162EX,Gutekunst,EN 10270-1-SH,1/1 Deutsche Oese,2.5,15,0.3,19.1,270,47,213,2.5,198.88,8.06,29.41,324.5,23.12,2.621,112.64,122.39,ZM,19932.2112,325.64,123.807707,201.832293,20087.80046
Z-162FI,Gutekunst,EN 10270-1-SH,1/1 Deutsche Oese,2.8,30,0.5,34.7,180,20,69.8,1.8,29.4,20.2,17.77,233.4,15.86,3.275,65.85,46.81,ZK,8269.77225,135.65,71.26717557,64.38282443,8316.879389
Z-162FX,Gutekunst,EN 10270-1-SH,1/1 Deutsche Oese,2.8,30,0.5,34.7,270,20,69.8,1.8,30.1,19.85,17.77,233.4,15.7,3.191,67.58,47.85,ZK,8487.0343,137.38,73.14321529,64.23678471,8535.813225
Z-162GI,Gutekunst,EN 10270-1-SH,1/1 Deutsche Oese,2.8,30,0.5,34.7,180,25,86.6,1.8,46.2,20.2,17.77,233.4,13.72,2.008,107.43,71.77,ZL,13491.59655,194.03,116.2350598,77.79494024,13564.63147
Z-162GX,Gutekunst,EN 10270-1-SH,1/1 Deutsche Oese,2.8,30,0.5,34.7,270,25,86.6,1.8,46.9,19.85,17.77,233.4,13.68,1.976,109.17,72.8,ZL,13710.11445,195.77,118.1174089,77.65259109,13784.30162
Z-162HI,Gutekunst,EN 10270-1-SH,1/1 Deutsche Oese,2.8,30,0.5,34.7,180,32,112,2.4,71.4,20.3,17.77,233.4,12.51,1.27,169.82,109.21,ZN,21326.8447,281.82,183.7795276,98.04047244,21447.07087
Z-162HX,Gutekunst,EN 10270-1-SH,1/1 Deutsche Oese,2.8,30,0.5,34.7,270,32,112,2.4,72.1,19.95,17.77,233.4,12.48,1.257,171.55,110.25,ZN,21544.10675,283.55,185.6801909,97.86980907,21668.87828
Z-162I,Gutekunst,EN 10270-1-SH,1/1 Deutsche Oese,2.5,15,0.3,19.1,180,34,118,2,101.25,8.37,29.41,324.5,25.01,5.158,57.21,62.87,ZK,10123.59555,175.21,62.91198139,112.2980186,10207.46898
Z-162JI,Gutekunst,EN 10270-1-SH,1/1 Deutsche Oese,2.8,30,0.5,34.7,180,40,154,2.4,113.4,20.3,17.77,233.4,11.57,0.788,273.78,171.62,ZO,34382.6613,427.78,296.1928934,131.5871066,34565.71066
Z-162JX,Gutekunst,EN 10270-1-SH,1/1 Deutsche Oese,2.8,30,0.5,34.7,270,40,154,2.4,114.1,19.95,17.77,233.4,11.56,0.783,275.52,172.6,ZO,34601.1792,429.52,298.0842912,131.4357088,34786.43678
Z-162K-01I,Gutekunst,EN 10270-1-SH,1/1 Deutsche Oese,2.8,25,0.35,29.6,180,36,143,2,110.6,16.2,21.66,277.6,14.2,1.487,172.17,136.7,ZO,25761.7971,315.17,186.6845999,128.4854001,25911.82246
Z-162K-01X,Gutekunst,EN 10270-1-SH,1/1 Deutsche Oese,2.8,25,0.35,29.6,270,36,143,2,111.3,15.85,21.66,277.6,14.2,1.477,173.29,137.6,ZO,25929.3827,316.29,187.9485443,128.3414557,26087.25796
Z-162K-02I,Gutekunst,EN 10270-1-SH,1/1 Deutsche Oese,2.8,25,0.35,29.6,180,40,171,2.5,138.6,16.2,21.66,277.6,13.94,1.18,216.9,170.5,ZP,32454.747,387.9,235.2542373,152.6457627,32653.28814
Z-162K-02X,Gutekunst,EN 10270-1-SH,1/1 Deutsche Oese,2.8,25,0.35,29.6,270,40,171,2.5,139.3,15.85,21.66,277.6,13.93,1.174,218.01,171.4,ZP,32620.8363,389.01,236.4565588,152.5534412,32820.17036
Z-162K-03I,Gutekunst,EN 10270-1-SH,1/1 Deutsche Oese,2.8,25,0.35,29.6,180,44,199,2.5,166.6,16.2,21.66,277.6,13.71,0.978,261.62,204.59,ZR,39146.2006,460.62,283.8445808,176.7754192,39397.62781
Z-162K-03X,Gutekunst,EN 10270-1-SH,1/1 Deutsche Oese,2.8,25,0.35,29.6,270,44,199,2.5,167.3,15.85,21.66,277.6,13.7,0.974,262.73,205.44,ZR,39312.2899,461.73,285.0102669,176.7197331,39559.42505
Z-162K-04I,Gutekunst,EN 10270-1-SH,1/1 Deutsche Oese,2.8,25,0.35,29.6,180,48,227,2.5,194.6,16.2,21.66,277.6,13.55,0.836,306.34,238.55,ZS,45837.6542,533.34,332.0574163,201.2825837,46089.56938
Z-162K-04X,Gutekunst,EN 10270-1-SH,1/1 Deutsche Oese,2.8,25,0.35,29.6,270,48,227,2.5,195.3,15.85,21.66,277.6,13.54,0.832,307.45,239.4,ZS,46003.7435,534.45,333.6538462,200.7961538,46311.15385
Z-162K-20I,Gutekunst,EN 10270-1-SH,1/1 Deutsche Oese,2.8,25,0.35,29.6,180,17,65,1.5,32.2,16.4,21.66,277.6,15.5,5.45,46.96,41.6,ZN,7026.6248,111.96,50.93577982,61.02422018,7069.886239
Z-162K-20X,Gutekunst,EN 10270-1-SH,1/1 Deutsche Oese,2.8,25,0.35,29.6,270,17,65,1.5,32.9,16.05,21.66,277.6,15.5,5.32,48.1,42.45,ZN,7197.203,113.1,52.18045113,60.91954887,7242.646617
Z-162K-21I,Gutekunst,EN 10270-1-SH,1/1 Deutsche Oese,2.8,25,0.35,29.6,180,28,104,2,71.4,16.3,21.66,277.6,14.6,2.34,109.6,89.14,ZN,16399.448,213.6,118.6324786,94.96752137,16466.18803
