Bestellnummer,Hersteller,k[N/mm] Federrate,Masse,Lr[mm] Relevante Laenge,V[Nmm] Maximale potentielle Energie,Fn[N] Hoechstkraft bei statischer Belastung,De[mm] Ausserer Windungsdurchmesser,d[mm] Drahtdurchmesser
Z-046X,Gutekunst,1.654,0.214,8.476420798,59.41970979,14.02,3.7,0.5
Z-047I,Gutekunst,0.793,0.412,17.67969735,123.9346784,14.02,3.7,0.5
Z-047X,Gutekunst,0.785,0.416,17.85987261,125.197707,14.02,3.7,0.5
Z-048AI,Gutekunst,0.418,0.754,33.54066986,235.1200957,14.02,3.7,0.5
Z-048AX,Gutekunst,0.416,0.758,33.70192308,236.2504808,14.02,3.7,0.5
Z-048BI,Gutekunst,0.363,0.863,38.62258953,270.7443526,14.02,3.7,0.5
Z-048BX,Gutekunst,0.362,0.866,38.72928177,271.4922652,14.02,3.7,0.5
Z-048CI,Gutekunst,0.316,0.987,44.36708861,311.0132911,14.02,3.7,0.5
Z-048CX,Gutekunst,0.315,0.998,44.50793651,312.0006349,14.02,3.7,0.5
Z-048DI,Gutekunst,0.28,1.111,50.07142857,351.0007143,14.02,3.7,0.5
Z-048DX,Gutekunst,0.279,1.115,50.25089606,352.2587814,14.02,3.7,0.5
Z-048EI,Gutekunst,0.251,1.235,55.85657371,391.5545817,14.02,3.7,0.5
Z-048EX,Gutekunst,0.25,1.239,56.08,393.1208,14.02,3.7,0.5
Z-048I,Gutekunst,0.492,0.645,28.49593496,199.7565041,14.02,3.7,0.5
Z-048X,Gutekunst,0.489,0.649,28.67075665,200.9820041,14.02,3.7,0.5
Z-049I,Gutekunst,3.543,0.164,4.778436353,40.44946373,16.93,3,0.5
Z-049X,Gutekunst,3.468,0.167,4.88177624,41.32423587,16.93,3,0.5
Z-050I,Gutekunst,1.663,0.322,10.18039687,86.17705953,16.93,3,0.5
Z-050X,Gutekunst,1.646,0.325,10.2855407,87.06710207,16.93,3,0.5
Z-051AI,Gutekunst,0.84,0.614,20.1547619,170.6100595,16.93,3,0.5
Z-051AX,Gutekunst,0.836,0.617,20.25119617,171.4263756,16.93,3,0.5
Z-051BI,Gutekunst,0.734,0.7,23.0653951,195.2485695,16.93,3,0.5
Z-051BX,Gutekunst,0.731,0.703,23.16005472,196.0498632,16.93,3,0.5
Z-051CI,Gutekunst,0.642,0.797,26.37071651,223.2281153,16.93,3,0.5
Z-051CX,Gutekunst,0.639,0.8,26.49452269,224.2761346,16.93,3,0.5
Z-051DI,Gutekunst,0.57,0.894,29.70175439,251.4253509,16.93,3,0.5
Z-051DX,Gutekunst,0.568,0.897,29.80633803,252.3106514,16.93,3,0.5
Z-051E-01I,Gutekunst,5.489,0.161,3.605392603,35.67535981,19.79,2.5,0.5
Z-051E-01X,Gutekunst,5.396,0.163,3.667531505,36.29022424,19.79,2.5,0.5
Z-051E-02I,Gutekunst,3.882,0.22,5.097887687,50.44359866,19.79,2.5,0.5
Z-051E-02X,Gutekunst,3.836,0.22,5.159019812,51.04850104,19.79,2.5,0.5
Z-051E-03I,Gutekunst,2.793,0.297,7.085571071,70.11172574,19.79,2.5,0.5
Z-051E-03X,Gutekunst,2.768,0.3,7.149566474,70.74496026,19.79,2.5,0.5
Z-051E-04I,Gutekunst,2.122,0.383,9.326107446,92.28183318,19.79,2.5,0.5
Z-051E-04X,Gutekunst,2.108,0.385,9.388045541,92.89471063,19.79,2.5,0.5
Z-051E-20I,Gutekunst,0.886,0.266,13.16027088,76.72437923,11.66,6,0.55
Z-051E-20X,Gutekunst,0.853,0.273,13.66940211,79.6926143,11.66,6,0.55
Z-051EI,Gutekunst,0.513,0.991,33.00194932,279.361501,16.93,3,0.5
Z-051EX,Gutekunst,0.513,0.995,33.00194932,279.361501,16.93,3,0.5
Z-051FI,Gutekunst,0.606,0.368,19.24092409,112.1745875,11.66,6,0.55
Z-051FX,Gutekunst,0.591,0.376,19.72927242,115.0216582,11.66,6,0.55
Z-051GI,Gutekunst,0.372,0.56,31.34408602,182.7360215,11.66,6,0.55
Z-051GX,Gutekunst,0.366,0.568,31.8579235,185.731694,11.66,6,0.55
Z-051HI,Gutekunst,0.235,0.847,49.61702128,289.267234,11.66,6,0.55
Z-051HX,Gutekunst,0.233,0.855,50.04291845,291.7502146,11.66,6,0.55
Z-051I,Gutekunst,1.032,0.505,16.40503876,138.8686531,16.93,3,0.5
Z-051JI,Gutekunst,0.146,1.326,79.8630137,465.6013699,11.66,6,0.55
Z-051JX,Gutekunst,0.145,1.334,80.4137931,468.8124138,11.66,6,0.55
Z-051KI,Gutekunst,0.097,1.966,120.2061856,700.8020619,11.66,6,0.55
Z-051KX,Gutekunst,0.096,1.974,121.4583333,708.1020833,11.66,6,0.55
Z-051LI,Gutekunst,2.39,0.233,7.142259414,60.9591841,17.07,4,0.55
Z-051LX,Gutekunst,2.328,0.238,7.332474227,62.58266753,17.07,4,0.55
Z-051MI,Gutekunst,1.465,0.355,11.65187713,99.44877133,17.07,4,0.55
Z-051MX,Gutekunst,1.441,0.36,11.84594032,101.1051006,17.07,4,0.55
Z-051NI,Gutekunst,0.927,0.537,18.41423948,157.165534,17.07,4,0.55
Z-051NX,Gutekunst,0.917,0.542,18.61504907,158.8794438,17.07,4,0.55
Z-051OI,Gutekunst,0.575,0.842,29.68695652,253.3781739,17.07,4,0.55
Z-051OX,Gutekunst,0.571,0.847,29.89492119,255.1531524,17.07,4,0.55
Z-051PI,Gutekunst,0.382,1.247,44.68586387,381.3938482,17.07,4,0.55
Z-051PX,Gutekunst,0.38,1.252,44.92105263,383.4011842,17.07,4,0.55
Z-051QI,Gutekunst,3.822,0.2,5.039246468,48.52794349,19.26,3.5,0.55
Z-051QX,Gutekunst,3.724,0.204,5.171858217,49.80499463,19.26,3.5,0.55
Z-051RI,Gutekunst,2.343,0.304,8.220230474,79.16081946,19.26,3.5,0.55
Z-051RX,Gutekunst,2.306,0.308,8.352124892,80.43096271,19.26,3.5,0.55
Z-051SI,Gutekunst,1.482,0.46,12.99595142,125.1510121,19.26,3.5,0.55
Z-051SX,Gutekunst,1.467,0.464,13.12883436,126.4306748,19.26,3.5,0.55
Z-051TI,Gutekunst,0.919,0.72,20.95756257,201.8213275,19.26,3.5,0.55
Z-051TX,Gutekunst,0.914,0.725,21.07221007,202.9253829,19.26,3.5,0.55
Z-051UI,Gutekunst,8.615,0.153,2.711549623,31.67089959,23.36,2.8,0.55
Z-051UX,Gutekunst,8.394,0.154,2.782940195,32.50474148,23.36,2.8,0.55
Z-051VI,Gutekunst,5.28,0.232,4.424242424,51.67515152,23.36,2.8,0.55
Z-051VX,Gutekunst,5.196,0.236,4.495765974,52.51054657,23.36,2.8,0.55
Z-051WI,Gutekunst,3.34,0.352,6.994011976,81.69005988,23.36,2.8,0.55
Z-051WX,Gutekunst,3.307,0.355,7.063804052,82.50523133,23.36,2.8,0.55
Z-051X,Gutekunst,1.025,0.508,16.51707317,139.8170244,16.93,3,0.5
Z-051XI,Gutekunst,2.072,0.551,11.27413127,131.6818533,23.36,2.8,0.55
Z-051XX,Gutekunst,2.059,0.554,11.34531326,132.5132589,23.36,2.8,0.55
Z-051YI,Gutekunst,1.375,0.817,16.98909091,198.4325818,23.36,2.8,0.55
Z-051YX,Gutekunst,1.37,0.82,17.05109489,199.1567883,23.36,2.8,0.55
Z-052I,Gutekunst,0.276,0.828,43.94927536,266.5523551,12.13,8.6,0.63
Z-052X,Gutekunst,0.27,0.843,44.92592593,272.4757407,12.13,8.6,0.63
Z-053I,Gutekunst,0.129,1.624,94.03100775,570.298062,12.13,8.6,0.63
Z-053X,Gutekunst,0.128,1.64,94.765625,574.7535156,12.13,8.6,0.63
Z-054AI,Gutekunst,0.059,3.403,205.5932203,1246.922881,12.13,8.6,0.63
Z-054AX,Gutekunst,0.059,3.418,205.5932203,1246.922881,12.13,8.6,0.63
Z-054I,Gutekunst,0.08,2.544,151.625,919.605625,12.13,8.6,0.63
Z-054X,Gutekunst,0.08,2.559,151.625,919.605625,12.13,8.6,0.63
Z-055AI,Gutekunst,0.868,0.449,17.28110599,129.6082949,15,6.9,0.63
Z-055AX,Gutekunst,0.84,0.461,17.85714286,133.9285714,15,6.9,0.63
Z-055I,Gutekunst,0.566,0.651,26.50176678,198.7632509,15,6.9,0.63
Z-055X,Gutekunst,0.554,0.663,27.07581227,203.0685921,15,6.9,0.63
Z-056I,Gutekunst,0.266,1.278,56.39097744,422.9323308,15,6.9,0.63
Z-056X,Gutekunst,0.263,1.29,57.03422053,427.756654,15,6.9,0.63
Z-057AI,Gutekunst,0.14,2.34,107.1428571,803.5714286,15,6.9,0.63
Z-057AX,Gutekunst,0.139,2.352,107.9136691,809.352518,15,6.9,0.63
Z-057BI,Gutekunst,0.122,2.678,122.9508197,922.1311475,15,6.9,0.63
Z-057BX,Gutekunst,0.121,2.69,123.9669421,929.7520661,15,6.9,0.63
Z-057CI,Gutekunst,0.106,3.064,141.509434,1061.320755,15,6.9,0.63
Z-057CX,Gutekunst,0.105,3.076,142.8571429,1071.428571,15,6.9,0.63
Z-057DI,Gutekunst,0.094,3.45,159.5744681,1196.808511,15,6.9,0.63
Z-057DX,Gutekunst,0.093,3.462,161.2903226,1209.677419,15,6.9,0.63
Z-057E-01I,Gutekunst,0.451,0.938,36.29711752,297.0919069,16.37,6.3,0.63
Z-057E-01X,Gutekunst,0.446,0.95,36.70403587,300.4225336,16.37,6.3,0.63
Z-057E-10I,Gutekunst,0.3,1.509,57.16666667,490.2041667,17.15,6,0.63
Z-057E-10X,Gutekunst,0.298,1.519,57.55033557,493.4941275,17.15,6,0.63
Z-057E-11I,Gutekunst,0.209,2.129,82.05741627,703.6423445,17.15,6,0.63
Z-057E-11X,Gutekunst,0.208,2.139,82.45192308,707.0252404,17.15,6,0.63
Z-057E-12I,Gutekunst,0.158,2.791,108.5443038,930.7674051,17.15,6,0.63
Z-057E-12X,Gutekunst,0.158,2.801,108.5443038,930.7674051,17.15,6,0.63
Z-057E-13I,Gutekunst,0.127,3.452,135.0393701,1157.962598,17.15,6,0.63
Z-057E-13X,Gutekunst,0.127,3.463,135.0393701,1157.962598,17.15,6,0.63
Z-057EAI,Gutekunst,0.838,0.538,19.53460621,159.8907518,16.37,6.3,0.63
Z-057EAX,Gutekunst,0.819,0.548,19.98778999,163.6000611,16.37,6.3,0.63
Z-057EI,Gutekunst,0.084,3.836,178.5714286,1339.285714,15,6.9,0.63
Z-057EX,Gutekunst,0.084,3.848,178.5714286,1339.285714,15,6.9,0.63
Z-057FI,Gutekunst,0.174,2.291,94.08045977,770.0485632,16.37,6.3,0.63
Z-057FX,Gutekunst,0.173,2.302,94.62427746,774.499711,16.37,6.3,0.63
Z-057GI,Gutekunst,0.125,3.165,130.96,1071.9076,16.37,6.3,0.63
Z-057GX,Gutekunst,0.124,3.175,132.016129,1080.552016,16.37,6.3,0.63
Z-057HI,Gutekunst,0.095,4.125,172.3157895,1410.404737,16.37,6.3,0.63
Z-057HX,Gutekunst,0.095,4.136,172.3157895,1410.404737,16.37,6.3,0.63
Z-057I,Gutekunst,0.165,2.002,90.90909091,681.8181818,15,6.9,0.63
Z-057JI,Gutekunst,0.08,4.911,204.625,1674.855625,16.37,6.3,0.63
Z-057JX,Gutekunst,0.079,4.922,207.2151899,1696.056329,16.37,6.3,0.63
Z-057KI,Gutekunst,0.987,0.509,17.37588652,148.998227,17.15,6,0.63
Z-057KX,Gutekunst,0.964,0.52,17.79045643,152.5531639,17.15,6,0.63
Z-057LI,Gutekunst,0.592,0.8,28.96959459,248.4142736,17.15,6,0.63
Z-057LX,Gutekunst,0.584,0.811,29.36643836,251.8172089,17.15,6,0.63
Z-057MI,Gutekunst,0.406,1.133,42.24137931,362.2198276,17.15,6,0.63
Z-057MX,Gutekunst,0.402,1.143,42.66169154,365.824005,17.15,6,0.63
Z-057X,Gutekunst,0.164,2.014,91.46341463,685.9756098,15,6.9,0.63
Z-058I,Gutekunst,1.137,0.517,16.09498681,147.2691293,18.3,5.6,0.63
Z-058X,Gutekunst,1.113,0.526,16.44204852,150.4447439,18.3,5.6,0.63
Z-059I,Gutekunst,0.534,1.014,34.26966292,313.5674157,18.3,5.6,0.63
Z-059X,Gutekunst,0.528,1.023,34.65909091,317.1306818,18.3,5.6,0.63
Z-060AI,Gutekunst,0.281,1.856,65.12455516,595.8896797,18.3,5.6,0.63
Z-060AX,Gutekunst,0.28,1.866,65.35714286,598.0178571,18.3,5.6,0.63
Z-060BI,Gutekunst,0.244,2.124,75,686.25,18.3,5.6,0.63
Z-060BX,Gutekunst,0.243,2.134,75.30864198,689.0740741,18.3,5.6,0.63
Z-060CI,Gutekunst,0.213,2.43,85.91549296,786.1267606,18.3,5.6,0.63
Z-060CX,Gutekunst,0.212,2.44,86.32075472,789.8349057,18.3,5.6,0.63
Z-060DI,Gutekunst,0.18,2.852,101.6666667,930.25,18.3,5.6,0.63
Z-060DX,Gutekunst,0.18,2.861,101.6666667,930.25,18.3,5.6,0.63
Z-060E-01I,Gutekunst,0.938,0.758,21.69509595,220.7476013,20.35,5,0.63
Z-060E-01X,Gutekunst,0.927,0.766,21.95253506,223.3670442,20.35,5,0.63
Z-060E-02I,Gutekunst,0.675,1.027,30.14814815,306.7574074,20.35,5,0.63
Z-060E-02X,Gutekunst,0.669,1.035,30.41853513,309.5085949,20.35,5,0.63
Z-060E-03I,Gutekunst,0.527,1.296,38.61480076,392.9055977,20.35,5,0.63
Z-060E-03X,Gutekunst,0.523,1.305,38.91013384,395.9106119,20.35,5,0.63
Z-060E-04I,Gutekunst,0.366,1.835,55.6010929,565.7411202,20.35,5,0.63
Z-060E-04X,Gutekunst,0.365,1.843,55.75342466,567.2910959,20.35,5,0.63
Z-060E-05I,Gutekunst,0.281,2.374,72.41992883,736.8727758,20.35,5,0.63
Z-060E-05X,Gutekunst,0.28,2.382,72.67857143,739.5044643,20.35,5,0.63
Z-060EAI,Gutekunst,1.326,0.55,15.34690799,156.1547888,20.35,5,0.63
Z-060EAX,Gutekunst,1.304,0.558,15.60582822,158.7893021,20.35,5,0.63
Z-060EI,Gutekunst,0.162,3.158,112.962963,1033.611111,18.3,5.6,0.63
Z-060EX,Gutekunst,0.162,3.167,112.962963,1033.611111,18.3,5.6,0.63
Z-060I,Gutekunst,0.331,1.588,55.28700906,505.8761329,18.3,5.6,0.63
Z-060X,Gutekunst,0.329,1.598,55.6231003,508.9513678,18.3,5.6,0.63
Z-061I,Gutekunst,2.23,0.413,9.856502242,108.3229596,21.98,4.6,0.63
Z-061X,Gutekunst,2.183,0.421,10.06871278,110.6551535,21.98,4.6,0.63
Z-062I,Gutekunst,1.047,0.811,20.99331423,230.7165234,21.98,4.6,0.63
Z-062X,Gutekunst,1.036,0.819,21.21621622,233.1662162,21.98,4.6,0.63
Z-063AI,Gutekunst,0.552,1.484,39.81884058,437.609058,21.98,4.6,0.63
Z-063AX,Gutekunst,0.549,1.492,40.03642987,440.0003643,21.98,4.6,0.63
Z-063BI,Gutekunst,0.479,1.699,45.88726514,504.3010438,21.98,4.6,0.63
Z-063BX,Gutekunst,0.477,1.706,46.07966457,506.4155136,21.98,4.6,0.63
Z-063CI,Gutekunst,0.417,1.943,52.70983213,579.2810552,21.98,4.6,0.63
Z-063CX,Gutekunst,0.415,1.951,52.96385542,582.0727711,21.98,4.6,0.63
Z-063DI,Gutekunst,0.369,2.188,59.56639566,654.6346883,21.98,4.6,0.63
Z-063DX,Gutekunst,0.368,2.196,59.72826087,656.413587,21.98,4.6,0.63
Z-063E-10I,Gutekunst,0.243,1.28,58.14814815,410.8166667,14.13,10,0.7
Z-063E-10X,Gutekunst,0.239,1.302,59.12133891,417.6922594,14.13,10,0.7
Z-063E-11I,Gutekunst,0.083,3.4,170.2409639,1202.75241,14.13,10,0.7
Z-063E-11X,Gutekunst,0.083,3.422,170.2409639,1202.75241,14.13,10,0.7
Z-063E-12I,Gutekunst,0.043,6.403,328.6046512,2321.59186,14.13,10,0.7
Z-063E-12X,Gutekunst,0.043,6.425,328.6046512,2321.59186,14.13,10,0.7
Z-063E-13I,Gutekunst,0.036,7.64,392.5,2773.0125,14.13,10,0.7
Z-063E-13X,Gutekunst,0.036,7.662,392.5,2773.0125,14.13,10,0.7
Z-063E-14I,Gutekunst,0.028,9.76,504.6428571,3565.301786,14.13,10,0.7
Z-063E-14X,Gutekunst,0.028,9.782,504.6428571,3565.301786,14.13,10,0.7
Z-063E-20I,Gutekunst,0.129,2.244,109.5348837,773.8639535,14.13,10,0.7
Z-063E-20X,Gutekunst,0.128,2.268,110.390625,779.9097656,14.13,10,0.7
Z-063E-22I,Gutekunst,0.063,4.468,224.2857143,1584.578571,14.13,10,0.7
Z-063E-22X,Gutekunst,0.062,4.491,227.9032258,1610.13629,14.13,10,0.7
Z-063EI,Gutekunst,0.331,2.433,66.40483384,729.7891239,21.98,4.6,0.63
Z-063EX,Gutekunst,0.33,2.441,66.60606061,732.0006061,21.98,4.6,0.63
Z-063I,Gutekunst,0.649,1.27,33.86748844,372.203698,21.98,4.6,0.63
Z-063X,Gutekunst,0.645,1.278,34.07751938,374.511938,21.98,4.6,0.63
Z-064I,Gutekunst,4.381,0.33,5.955261356,77.68638439,26.09,3.8,0.63
Z-064X,Gutekunst,4.288,0.337,6.084421642,79.37128032,26.09,3.8,0.63
Z-065I,Gutekunst,2.056,0.649,12.68968872,165.5369893,26.09,3.8,0.63
Z-065X,Gutekunst,2.036,0.655,12.81434185,167.1630894,26.09,3.8,0.63
Z-066AI,Gutekunst,1.083,1.187,24.09048938,314.260434,26.09,3.8,0.63
Z-066AX,Gutekunst,1.078,1.193,24.20222635,315.7180427,26.09,3.8,0.63
Z-066BI,Gutekunst,0.942,1.358,27.69639066,361.2994161,26.09,3.8,0.63
Z-066BX,Gutekunst,0.937,1.365,27.84418356,363.2273746,26.09,3.8,0.63
Z-066CI,Gutekunst,0.819,1.554,31.85592186,415.5605006,26.09,3.8,0.63
Z-066CX,Gutekunst,0.816,1.561,31.97303922,417.0882966,26.09,3.8,0.63
Z-066DI,Gutekunst,0.725,1.75,35.9862069,469.440069,26.09,3.8,0.63
Z-066DX,Gutekunst,0.722,1.757,36.13573407,471.390651,26.09,3.8,0.63
Z-066E-01I,Gutekunst,14.183,0.193,2.247761404,35.82931679,31.88,3,0.63
Z-066E-01X,Gutekunst,13.778,0.197,2.313833648,36.88250835,31.88,3,0.63
Z-066E-02I,Gutekunst,8.314,0.303,3.834496031,61.12186673,31.88,3,0.63
Z-066E-02X,Gutekunst,8.173,0.308,3.900648477,62.17633672,31.88,3,0.63
Z-066E-03I,Gutekunst,5.358,0.45,5.949981336,94.8427025,31.88,3,0.63
Z-066E-03X,Gutekunst,5.299,0.455,6.016229477,95.89869787,31.88,3,0.63
Z-066E-04I,Gutekunst,3.827,0.61,8.330284818,132.78474,31.88,3,0.63
Z-066E-04X,Gutekunst,3.797,0.615,8.396102186,133.8338688,31.88,3,0.63
Z-066EI,Gutekunst,0.65,1.946,40.13846154,523.6062308,26.09,3.8,0.63
Z-066EX,Gutekunst,0.648,1.952,40.26234568,525.2222994,26.09,3.8,0.63
Z-066FI,Gutekunst,0.662,0.798,26.49546828,232.3652568,17.54,8,0.7
Z-066FX,Gutekunst,0.645,0.815,27.19379845,238.4896124,17.54,8,0.7
Z-066GI,Gutekunst,0.406,1.213,43.20197044,378.8812808,17.54,8,0.7
Z-066GX,Gutekunst,0.399,1.231,43.95989975,385.5283208,17.54,8,0.7
Z-066HI,Gutekunst,0.257,1.838,68.24902724,598.5439689,17.54,8,0.7
Z-066HX,Gutekunst,0.254,1.855,69.05511811,605.6133858,17.54,8,0.7
Z-066I,Gutekunst,1.275,1.016,20.4627451,266.9365098,26.09,3.8,0.63
Z-066JI,Gutekunst,0.159,2.878,110.3144654,967.4578616,17.54,8,0.7
Z-066JX,Gutekunst,0.158,2.895,111.0126582,973.5810127,17.54,8,0.7
Z-066KI,Gutekunst,0.106,4.265,165.4716981,1451.186792,17.54,8,0.7
Z-066KX,Gutekunst,0.105,4.282,167.047619,1465.007619,17.54,8,0.7
Z-066LI,Gutekunst,0.819,0.743,22.78388278,212.5736264,18.66,7.5,0.7
Z-066LX,Gutekunst,0.798,0.759,23.38345865,218.1676692,18.66,7.5,0.7
Z-066MI,Gutekunst,0.502,1.13,37.17131474,346.8083665,18.66,7.5,0.7
Z-066MX,Gutekunst,0.494,1.146,37.77327935,352.4246964,18.66,7.5,0.7
Z-066NI,Gutekunst,0.318,1.712,58.67924528,547.4773585,18.66,7.5,0.7
Z-066NX,Gutekunst,0.314,1.728,59.42675159,554.4515924,18.66,7.5,0.7
Z-066OI,Gutekunst,0.197,2.681,94.72081218,883.7451777,18.66,7.5,0.7
Z-066OX,Gutekunst,0.196,2.697,95.20408163,888.2540816,18.66,7.5,0.7
Z-066PI,Gutekunst,0.131,3.974,142.4427481,1328.99084,18.66,7.5,0.7
Z-066PX,Gutekunst,0.13,3.991,143.5384615,1339.213846,18.66,7.5,0.7
Z-066QI,Gutekunst,3.238,0.471,8.431130327,115.084929,27.3,5,0.7
Z-066QX,Gutekunst,3.155,0.481,8.652931854,118.1125198,27.3,5,0.7
Z-066RI,Gutekunst,1.985,0.716,13.75314861,187.7304786,27.3,5,0.7
Z-066RX,Gutekunst,1.953,0.727,13.97849462,190.8064516,27.3,5,0.7
Z-066SI,Gutekunst,1.256,1.084,21.73566879,296.691879,27.3,5,0.7
Z-066SX,Gutekunst,1.243,1.095,21.96299276,299.7948512,27.3,5,0.7
Z-066TI,Gutekunst,0.779,1.699,35.0449294,478.3632863,27.3,5,0.7
Z-066TX,Gutekunst,0.774,1.709,35.27131783,481.4534884,27.3,5,0.7
Z-066UI,Gutekunst,0.517,2.518,52.80464217,720.7833656,27.3,5,0.7
Z-066UX,Gutekunst,0.515,2.528,53.00970874,723.5825243,27.3,5,0.7
Z-066VI,Gutekunst,11.729,0.308,3.182709523,59.40527325,37.33,3.5,0.7
Z-066VX,Gutekunst,11.428,0.314,3.266538327,60.96993787,37.33,3.5,0.7
Z-066WI,Gutekunst,7.189,0.468,5.192655446,96.9209139,37.33,3.5,0.7
Z-066WX,Gutekunst,7.075,0.475,5.276325088,98.48260777,37.33,3.5,0.7
Z-066X,Gutekunst,1.267,1.022,20.59194949,268.6219811,26.09,3.8,0.63
Z-066XI,Gutekunst,4.548,0.709,8.208003518,153.2023857,37.33,3.5,0.7
Z-066XX,Gutekunst,4.502,0.716,8.29187028,154.7677588,37.33,3.5,0.7
Z-066YI,Gutekunst,2.821,1.111,13.23289614,246.9920064,37.33,3.5,0.7
Z-066YX,Gutekunst,2.803,1.117,13.31787371,248.5781127,37.33,3.5,0.7
Z-066ZI,Gutekunst,1.873,1.646,19.93059263,372.0045115,37.33,3.5,0.7
Z-066ZX,Gutekunst,1.865,1.653,20.01608579,373.6002413,37.33,3.5,0.7
Z-067I,Gutekunst,0.363,1.674,52.61707989,502.4931129,19.1,10.8,0.8
Z-067X,Gutekunst,0.355,1.705,53.8028169,513.8169014,19.1,10.8,0.8
Z-068I,Gutekunst,0.17,3.287,112.3529412,1072.970588,19.1,10.8,0.8
Z-068X,Gutekunst,0.169,3.318,113.0177515,1079.319527,19.1,10.8,0.8
Z-069AI,Gutekunst,0.078,6.885,244.8717949,2338.525641,19.1,10.8,0.8
Z-069AX,Gutekunst,0.078,6.916,244.8717949,2338.525641,19.1,10.8,0.8
Z-069CI,Gutekunst,1.254,0.824,18.5645933,216.091866,23.28,8.8,0.8
Z-069CX,Gutekunst,1.207,0.849,19.28748964,224.5063795,23.28,8.8,0.8
Z-069I,Gutekunst,0.106,5.148,180.1886792,1720.801887,19.1,10.8,0.8
Z-069X,Gutekunst,0.105,5.179,181.9047619,1737.190476,19.1,10.8,0.8
Z-070I,Gutekunst,0.709,1.34,32.83497884,382.1991537,23.28,8.8,0.8
Z-070X,Gutekunst,0.694,1.364,33.54466859,390.4599424,23.28,8.8,0.8
Z-071I,Gutekunst,0.333,2.631,69.90990991,813.7513514,23.28,8.8,0.8
Z-071X,Gutekunst,0.329,2.656,70.75987842,823.6449848,23.28,8.8,0.8
Z-072AI,Gutekunst,0.175,4.815,133.0285714,1548.452571,23.28,8.8,0.8
Z-072AX,Gutekunst,0.174,4.84,133.7931034,1557.351724,23.28,8.8,0.8
Z-072BI,Gutekunst,0.152,5.51,153.1578947,1782.757895,23.28,8.8,0.8
Z-072BX,Gutekunst,0.152,5.535,153.1578947,1782.757895,23.28,8.8,0.8
Z-072CI,Gutekunst,0.133,6.305,175.037594,2037.437594,23.28,8.8,0.8
Z-072CX,Gutekunst,0.132,6.329,176.3636364,2052.872727,23.28,8.8,0.8
Z-072DI,Gutekunst,0.117,7.099,198.974359,2316.061538,23.28,8.8,0.8
Z-072DX,Gutekunst,0.117,7.124,198.974359,2316.061538,23.28,8.8,0.8
Z-072EAI,Gutekunst,1.065,1.101,23.94366197,305.2816901,25.5,8,0.8
Z-072EAX,Gutekunst,1.04,1.124,24.51923077,312.6201923,25.5,8,0.8
Z-072EI,Gutekunst,0.105,7.893,221.7142857,2580.754286,23.28,8.8,0.8
Z-072EX,Gutekunst,0.105,7.918,221.7142857,2580.754286,23.28,8.8,0.8
Z-072F-01I,Gutekunst,0.315,3.352,80.95238095,1032.142857,25.5,8,0.8
Z-072F-01X,Gutekunst,0.313,3.374,81.46964856,1038.738019,25.5,8,0.8
Z-072F-02I,Gutekunst,0.231,4.514,110.3896104,1407.467532,25.5,8,0.8
Z-072F-02X,Gutekunst,0.229,4.536,111.3537118,1419.759825,25.5,8,0.8
Z-072F-03I,Gutekunst,0.185,5.586,137.8378378,1757.432432,25.5,8,0.8
Z-072F-03X,Gutekunst,0.184,5.609,138.5869565,1766.983696,25.5,8,0.8
Z-072F-04I,Gutekunst,0.152,6.748,167.7631579,2138.980263,25.5,8,0.8
Z-072F-04X,Gutekunst,0.152,6.771,167.7631579,2138.980263,25.5,8,0.8
Z-072F-05I,Gutekunst,0.131,7.821,194.6564885,2481.870229,25.5,8,0.8
Z-072F-05X,Gutekunst,0.13,7.844,196.1538462,2500.961538,25.5,8,0.8
Z-072F-10I,Gutekunst,1.431,0.896,18.25296995,238.3837876,26.12,7.8,0.8
Z-072F-10X,Gutekunst,1.39,0.918,18.79136691,245.4152518,26.12,7.8,0.8
Z-072FI,Gutekunst,0.604,1.832,42.21854305,538.2864238,25.5,8,0.8
Z-072FX,Gutekunst,0.596,1.854,42.7852349,545.511745,25.5,8,0.8
Z-072GI,Gutekunst,0.839,1.433,31.13230036,406.5878427,26.12,7.8,0.8
Z-072GX,Gutekunst,0.825,1.455,31.66060606,413.4875152,26.12,7.8,0.8
Z-072I,Gutekunst,0.206,4.12,113.0097087,1315.43301,23.28,8.8,0.8
Z-072X,Gutekunst,0.205,4.145,113.5609756,1321.849756,23.28,8.8,0.8
Z-073I,Gutekunst,1.451,1.056,19.67608546,280.8761199,28.55,7.1,0.8
Z-073X,Gutekunst,1.42,1.075,20.1056338,287.0079225,28.55,7.1,0.8
Z-074I,Gutekunst,0.681,2.073,41.9236417,598.4599853,28.55,7.1,0.8
Z-074X,Gutekunst,0.674,2.092,42.35905045,604.6754451,28.55,7.1,0.8
Z-075AI,Gutekunst,0.359,3.795,79.5264624,1135.240251,28.55,7.1,0.8
Z-075AX,Gutekunst,0.357,3.814,79.9719888,1141.60014,28.55,7.1,0.8
Z-075BI,Gutekunst,0.312,4.342,91.50641026,1306.254006,28.55,7.1,0.8
Z-075BX,Gutekunst,0.31,4.362,92.09677419,1314.681452,28.55,7.1,0.8
Z-075CI,Gutekunst,0.271,4.968,105.3505535,1503.879151,28.55,7.1,0.8
Z-075CX,Gutekunst,0.27,4.988,105.7407407,1509.449074,28.55,7.1,0.8
